"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Face Pull",,"",0,"normal",37.5,15,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Face Pull",,"",1,"normal",37.5,15,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Face Pull",,"",2,"normal",40.5,15,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Seated Cable Row - V Grip (Cable)",,"Raise weight dor set 1, coukd have done a few morw",0,"normal",110,10,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Seated Cable Row - V Grip (Cable)",,"Raise weight dor set 1, coukd have done a few morw",1,"normal",110,11,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Rope Cable Curl",,"",0,"normal",37.5,12,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Rope Cable Curl",,"",1,"normal",39,12,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Rope Cable Curl",,"",2,"normal",34,12,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Preacher Curl (Machine)",,"",0,"normal",60,10,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Preacher Curl (Machine)",,"",1,"normal",50,10,,,
"Morning workout ☀️","2 Sep 2026, 04:59","2 Sep 2026, 05:56","","Preacher Curl (Machine)",,"",2,"dropset",40,3,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Incline Bench Press (Dumbbell)",,"",0,"normal",70,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,8,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Incline Bench Press (Dumbbell)",,"",2,"normal",110,9,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Incline Bench Press (Dumbbell)",,"",3,"normal",100,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Incline Bench Press (Dumbbell)",,"",4,"normal",100,8,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Pull Up",,"",0,"normal",,5,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Pull Up",,"",1,"normal",,3,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Lat Pulldown (Machine)",,"Mts front pulldown set 1 bilateral else unilateral",0,"normal",150,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Lat Pulldown (Machine)",,"Mts front pulldown set 1 bilateral else unilateral",1,"normal",105,5,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Lat Pulldown (Machine)",,"Mts front pulldown set 1 bilateral else unilateral",2,"normal",85,7,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Shoulder Press (Dumbbell)",,"",0,"normal",70,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Shoulder Press (Dumbbell)",,"",1,"normal",70,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Shoulder Press (Dumbbell)",,"",2,"normal",70,9,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Face Pull",,"",0,"normal",34,15,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Face Pull",,"",1,"normal",37.5,15,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Face Pull",,"",2,"normal",37.5,15,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Triceps Rope Pushdown",,"",0,"normal",42.5,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Triceps Rope Pushdown",,"",1,"normal",42.5,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Triceps Rope Pushdown",,"",2,"normal",37.5,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Hammer Curl (Cable)",,"",0,"normal",37.5,15,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Hammer Curl (Cable)",,"",1,"normal",42.5,9,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Hammer Curl (Cable)",,"",2,"normal",42.5,7,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Seated Incline Curl (Dumbbell)",,"",0,"normal",25,7,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Seated Incline Curl (Dumbbell)",,"",1,"normal",20,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Seated Incline Curl (Dumbbell)",,"",2,"normal",20,10,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Chest Fly (Machine)",,"",0,"normal",90,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Chest Fly (Machine)",,"",1,"normal",95,12,,,
"Morning workout ☀️","30 Aug 2026, 08:46","30 Aug 2026, 10:14","","Chest Fly (Machine)",,"",2,"normal",95,10,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Pull Up",,"",0,"normal",,5,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Pull Up",,"",1,"normal",,4,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Pull Up (Assisted)",,"",0,"normal",40,5,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Pull Up (Assisted)",,"",1,"normal",50,8,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Pull Up (Assisted)",,"",2,"normal",50,6,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Seated Cable Row - V Grip (Cable)",,"130 was half reps :(",0,"normal",80,8,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Seated Cable Row - V Grip (Cable)",,"130 was half reps :(",1,"normal",130,5,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Seated Cable Row - V Grip (Cable)",,"130 was half reps :(",2,"normal",110,10,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Seated Cable Row - V Grip (Cable)",,"130 was half reps :(",3,"normal",110,7,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Face Pull",,"",0,"normal",27.5,12,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Face Pull",,"",1,"normal",27.5,15,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Face Pull",,"",2,"normal",32.5,12,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Bicep Curl (Cable)",,"",0,"normal",32.5,10,,,
"Morning workout ☀️","27 Aug 2026, 05:01","27 Aug 2026, 05:35","","Bicep Curl (Cable)",,"",1,"normal",34,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Incline Bench Press (Dumbbell)",,"",1,"normal",80,5,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Incline Bench Press (Dumbbell)",,"",2,"normal",100,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Incline Bench Press (Dumbbell)",,"",3,"normal",100,8,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Incline Bench Press (Dumbbell)",,"",4,"normal",80,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Supine Press",,"",0,"normal",160,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Supine Press",,"",1,"normal",160,8,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Supine Press",,"",2,"normal",160,7,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Dip",,"",0,"normal",,7,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Dip",,"",1,"normal",,4,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Dip (Assisted)",,"",0,"dropset",40,3,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Rope Pushdown",,"",0,"normal",32.5,11,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Rope Pushdown",,"",1,"normal",27.5,12,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Triceps Rope Pushdown",,"",2,"normal",27.5,10,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Lateral Raise (Dumbbell)",,"",0,"normal",20,20,,,
"Morning workout ☀️","24 Aug 2026, 04:54","24 Aug 2026, 05:38","","Lateral Raise (Dumbbell)",,"",1,"normal",20,16,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Bench Press (Barbell)",,"",0,"normal",65,10,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Bench Press (Barbell)",,"",1,"normal",95,10,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Bench Press (Barbell)",,"",2,"normal",135,8,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Bench Press (Barbell)",,"",3,"failure",135,6,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Bench Press (Barbell)",,"",4,"normal",135,6,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Incline Bench Press (Dumbbell)",,"",0,"normal",40,10,,,
"Morning workout ☀️","23 Aug 2026, 11:43","23 Aug 2026, 12:27","","Incline Bench Press (Dumbbell)",,"",1,"normal",40,9,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Pull Up",,"",0,"normal",,5,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Pull Up (Assisted)",,"",0,"normal",30,5,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Pull Up (Assisted)",,"",1,"normal",40,8,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Pull Up (Assisted)",,"",2,"normal",50,7,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Iso-Lateral Row (Machine)",,"",0,"normal",75,8,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Iso-Lateral Row (Machine)",,"",1,"normal",65,10,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Iso-Lateral Row (Machine)",,"",2,"normal",65,9,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Lat Pulldown (Cable)",,"",0,"normal",110,9,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Lat Pulldown (Cable)",,"",1,"normal",110,7,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Lat Pulldown (Cable)",,"",2,"normal",100,6,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Face Pull",,"",0,"normal",12.5,10,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Face Pull",,"",1,"normal",17.5,12,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Face Pull",,"",2,"normal",22.5,15,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Shrug (Dumbbell)",,"Grip is so bad i almost dropped left handed weight at 45lb",0,"normal",100,12,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Shrug (Dumbbell)",,"Grip is so bad i almost dropped left handed weight at 45lb",1,"normal",90,8,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Seated Incline Curl (Dumbbell)",,"Per arm alternatimg last set both arms",0,"normal",30,4,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Seated Incline Curl (Dumbbell)",,"Per arm alternatimg last set both arms",1,"dropset",20,6,,,
"Morning workout ☀️","21 Aug 2026, 09:26","21 Aug 2026, 10:29","","Seated Incline Curl (Dumbbell)",,"Per arm alternatimg last set both arms",2,"normal",40,10,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,12,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,13,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,12,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Incline Bench Press (Dumbbell)",,"",3,"normal",90,10,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Shoulder Press (Dumbbell)",,"",0,"normal",50,12,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Shoulder Press (Dumbbell)",,"",1,"normal",50,12,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Shoulder Press (Dumbbell)",,"",2,"normal",50,15,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Triceps Dip",,"",0,"normal",,10,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Triceps Dip",,"",1,"normal",,6,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Triceps Dip (Assisted)",,"",0,"dropset",40,6,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Triceps Dip (Assisted)",,"",1,"normal",40,10,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Chest Fly (Machine)",,"",0,"normal",90,10,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Chest Fly (Machine)",,"",1,"normal",90,9,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Chest Fly (Machine)",,"",2,"normal",75,12,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Lateral Raise (Dumbbell)",,"",0,"normal",20,15,,,
"Morning workout ☀️","18 Aug 2026, 05:03","18 Aug 2026, 05:49","","Lateral Raise (Dumbbell)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Extension (Machine)",,"Easier sets to warm up the knees, def go heavier or more reps mext time",0,"normal",80,10,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Extension (Machine)",,"Easier sets to warm up the knees, def go heavier or more reps mext time",1,"normal",130,10,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Extension (Machine)",,"Easier sets to warm up the knees, def go heavier or more reps mext time",2,"normal",200,8,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Extension (Machine)",,"Easier sets to warm up the knees, def go heavier or more reps mext time",3,"normal",200,8,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Press Horizontal (Machine)",,"",0,"normal",160,10,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Press Horizontal (Machine)",,"",1,"normal",240,12,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Leg Press Horizontal (Machine)",,"",2,"normal",300,9,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Hip Abduction (Machine)",,"",0,"normal",130,15,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Hip Abduction (Machine)",,"",1,"normal",160,12,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Hip Adduction (Machine)",,"",0,"normal",125,15,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Hip Adduction (Machine)",,"",1,"normal",180,12,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Standing Calf Raise (Machine)",,"",0,"normal",180,15,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Standing Calf Raise (Machine)",,"",1,"normal",180,15,,,
"Afternoon workout 💪","11 Aug 2026, 16:18","11 Aug 2026, 17:00","","Standing Calf Raise (Machine)",,"",2,"normal",180,12,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,12,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,12,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Incline Bench Press (Dumbbell)",,"",3,"normal",90,7,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Triceps Dip",,"",0,"normal",,8,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Triceps Dip",,"",1,"normal",,5,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Triceps Dip (Assisted)",,"",0,"dropset",40,8,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Triceps Dip (Assisted)",,"",1,"normal",40,8,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Seated Dip Machine",,"",0,"normal",160,5,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Seated Dip Machine",,"",1,"normal",130,10,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Chest Fly (Machine)",,"Idk why im so weak here",0,"normal",105,5,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Chest Fly (Machine)",,"Idk why im so weak here",1,"normal",90,10,,,
"Afternoon workout 💪","10 Aug 2026, 16:23","10 Aug 2026, 16:59","","Chest Fly (Machine)",,"Idk why im so weak here",2,"normal",90,8,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Incline Bench Press (Dumbbell)",,"",0,"normal",60,15,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Incline Bench Press (Dumbbell)",,"",1,"normal",90,12,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Incline Bench Press (Dumbbell)",,"",2,"normal",90,9,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Incline Bench Press (Dumbbell)",,"",3,"normal",90,6,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Pull Up (Assisted)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Pull Up (Assisted)",,"",1,"normal",30,7,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Pull Up (Assisted)",,"",2,"normal",50,8,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Shoulder Press (Dumbbell)",,"",0,"normal",50,12,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Shoulder Press (Dumbbell)",,"",1,"normal",70,12,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Shoulder Press (Dumbbell)",,"",2,"normal",70,10,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Shoulder Press (Dumbbell)",,"",3,"normal",70,10,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Iso-Lateral Row (Machine)",,"Mts row hanmer strength per arm",0,"normal",75,10,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Iso-Lateral Row (Machine)",,"Mts row hanmer strength per arm",1,"normal",85,7,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Iso-Lateral Row (Machine)",,"Mts row hanmer strength per arm",2,"normal",75,8,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Triceps Rope Pushdown",,"",0,"normal",42.5,12,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Triceps Rope Pushdown",,"",1,"normal",47.5,8,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Triceps Rope Pushdown",,"",2,"normal",42.5,5,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Rope Cable Curl",,"",0,"normal",37.5,13,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Rope Cable Curl",,"",1,"normal",47.5,6,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Preacher Curl (Machine)",,"",0,"normal",75,7,,,
"Afternoon workout 💪","8 Aug 2026, 13:23","8 Aug 2026, 14:32","","Preacher Curl (Machine)",,"",1,"normal",65,6,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Lat Pulldown (Cable)",,"",0,"normal",90,10,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Lat Pulldown (Cable)",,"",1,"normal",140,7,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Lat Pulldown (Cable)",,"",2,"normal",140,5,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Lat Pulldown (Cable)",,"",3,"normal",120,6,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Lat Pulldown (Cable)",,"",4,"dropset",100,4,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",90,7,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",130,6,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",110,8,,,
"Afternoon workout 💪","6 Aug 2026, 16:18","6 Aug 2026, 17:15","","Seated Cable Row - V Grip (Cable)",,"",3,"normal",100,10,,,
